Номер счёта;Тип операции (пополнение/списание);Категория операции;Статус;Дата проведения;Дата транзакции;Номер платежа;Код ВО;Валюта операции;Сумма в валюте счёта;Валюта счёта;Описание операции;Назначение платежа;Счет плательщика;ИНН плательщика;КПП плательщика;Наименование плательщика;БИК банка плательщика;Корр. счет плательщика;Счет получателя;Договор получателя;ИНН получателя;КПП получателя;Наименование получателя;БИК банка получателя;Корр. счет получателя;Счет контрагента;ИНН контрагента;Наименование контрагента;БИК банка контрагента;MCC;Банк;КБК-код бюджетной классификации;Основание налогового платежа;Налоговый период;Код (УИН)
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.07.2025;11.07.2025;100391;01;643;139272,65;643;Оплата поставщику за партию сырья 2025-07-1;Оплата материалов и производства по счету SUP-202507-1. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.07.2025;11.07.2025;100394;01;643;25814;643;Разработка продукта и тестовые образцы за 07.2025;Изготовление прототипов и тестовой партии по этапу DEV-202507.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000003;DEMO-RND-001;9902000003;990201003;ООО МАКЕТ-ЛАБ;044500913;30101810999990000913;40702810999920000003;9902000003;ООО МАКЕТ-ЛАБ;044500913;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.07.2025;12.07.2025;100409;35;643;65000;643;Погашение основной суммы кредита;Погашение основного долга по договору LOAN-DEMO-001 за 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.07.2025;12.07.2025;100410;35;643;11770;643;Проценты по кредиту;Уплата процентов по договору LOAN-DEMO-001 за 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;14.07.2025;12.07.2025;100387;17;643;71354,47;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202507004;Перевод средств по реестру операций 202507004. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;14.07.2025;14.07.2025;;17;643;1480,9;643;Оплата корпоративной подписки DEMO CLOUD;Оплата по корпоративной карте: облачное программное обеспечение.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;;9903000005;990301005;ООО СОФТ ДЕМО;044500925;30101810999990000925;40702810999930000005;9903000005;ООО СОФТ ДЕМО;044500925;5734;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;14.07.2025;14.07.2025;;17;643;3717,61;643;Канцелярские и хозяйственные товары;Оплата по корпоративной карте: офисные и хозяйственные расходы.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000006;;9903000006;990301006;ООО ОФИС ДЕМО;044500926;30101810999990000926;40702810999930000006;9903000006;ООО ОФИС ДЕМО;044500926;5943;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;14.07.2025;14.07.2025;100381;01;643;54596,6;643;Оплата от покупателя по счету DEMO-202507-004;Оплата товаров по счету DEMO-202507-004. НДС не облагается.;40702810999910000004;9901000004;990101004;ООО ДЕЛЬТА-ШОП;044500904;30101810999990000904;40802810999900000001;Договор DEMO-0004;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000004;ООО ДЕЛЬТА-ШОП;044500904;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;14.07.2025;14.07.2025;100395;01;643;20651;643;Логистика и доставка заказов за 07.2025;Транспортные услуги по реестру LOG-202507.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000001;DEMO-LOG-001;9903000001;990301001;ООО ДЕМО ЛОГИСТИКА;044500921;30101810999990000921;40702810999930000001;9903000001;ООО ДЕМО ЛОГИСТИКА;044500921;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;15.07.2025;15.07.2025;100390;17;643;61863,48;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202507007;Перевод средств по реестру операций 202507007. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;16.07.2025;16.07.2025;100401;01;643;21763;643;Коммунальные расходы за 07.2025;Электроэнергия, связь и коммунальные услуги за 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;UTIL-DEMO-001;9903000004;990301004;ООО ОБЛАКО ДЕМО;044500924;30101810999990000925;40702810999930000005;9903000004;ООО ОБЛАКО ДЕМО;044500924;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;17.07.2025;17.07.2025;100392;01;643;97787,18;643;Оплата поставщику за партию сырья 2025-07-2;Оплата материалов и производства по счету SUP-202507-2. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000002;990201002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;30101810999990000912;40702810999920000002;9902000002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;18.07.2025;18.07.2025;100388;17;643;34334,27;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202507005;Перевод средств по реестру операций 202507005. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;19.07.2025;19.07.2025;100397;01;643;53626;643;Вознаграждение подрядчику за 07.2025;Оплата услуг подрядчика по акту HR-202507-1. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000001;DEMO-HR-001;990400000001;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;30101810999990000931;40817810999940000001;990400000001;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 01;044500931;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;20.07.2025;20.07.2025;100398;01;643;46122;643;Вознаграждение подрядчику за 07.2025;Оплата услуг подрядчика по акту HR-202507-2. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999940000002;DEMO-HR-002;990400000002;0;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;30101810999990000932;40817810999940000002;990400000002;САМОЗАНЯТЫЙ ДЕМО СПЕЦИАЛИСТ 02;044500932;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.07.2025;20.07.2025;100403;17;643;490;643;Плата за обслуживание счета;Плата за обслуживание расчетного счета за 07.2025. Договор DEMO-BANK-001.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Услуги банка;Транзакция;20.07.2025;20.07.2025;100404;17;643;199;643;Плата за услугу оповещения об операциях;Плата за уведомления и SMS-банк за 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;DEMO-BANK-001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;21.07.2025;19.07.2025;100389;17;643;70209,39;643;Зачисление выручки СБП по реестру 202507006;Перевод средств по реестру операций 202507006. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;21.07.2025;21.07.2025;100399;01;643;58580;643;Вознаграждение подрядчику за 07.2025;Оплата услуг подрядчика по акту HR-202507-3. НДС не облагается.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40802810999940000003;DEMO-HR-003;990400000003;0;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;30101810999990000933;40802810999940000003;990400000003;ИП ТЕСТОВА МАРИЯ ДЕМО;044500933;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Возвраты контрагентам;Транзакция;21.07.2025;21.07.2025;100408;17;643;6669,93;643;Возврат денежных средств покупателю;Возврат покупателю по реестру REFUND-202507.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;DEMO-ACQ-001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;23.07.2025;23.07.2025;100379;01;643;80859,64;643;Оплата от покупателя по счету DEMO-202507-002;Оплата товаров по счету DEMO-202507-002. НДС не облагается.;40702810999910000002;9901000003;990101002;ООО БЕТА-ТЕСТ;044500902;30101810999990000902;40802810999900000001;Договор DEMO-0002;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000002;9901000003;ООО БЕТА-ТЕСТ;044500902;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;23.07.2025;23.07.2025;100393;01;643;59264,96;643;Оплата поставщику за партию сырья 2025-07-3;Оплата материалов и производства по счету SUP-202507-3. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Платежи в налоговую;Транзакция;25.07.2025;25.07.2025;100406;01;643;51774,07;643;ЕНП. Налог по УСН;Единый налоговый платеж. УСН 6%. Период 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;03100643999900000001;;9900000010;990001001;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;40102810999990000999;03100643999900000001;9900000010;КАЗНАЧЕЙСТВО ДЕМО (ФНС ДЕМО);017000999;;КАЗНАЧЕЙСТВО ДЕМО;18210501011011000110;ТП;МС.07.2025;0
40802810999900000001;Дебет;Услуги банка;Транзакция;27.07.2025;27.07.2025;100405;17;643;8384,11;643;Комиссия за интернет-эквайринг и СБП;Комиссия за обработку платежей по реестрам 07.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;DEMO-ACQ-001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;28.07.2025;28.07.2025;100407;17;643;1307,31;643;Проценты на остаток и бизнес-кэшбэк;Начисление процентов и кэшбэка за 07.2025.;47423810999900000001;9900000002;990001001;АО ДЕМО БАНК;044500999;30101810999990000999;40802810999900000001;DEMO-BANK-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;47423810999900000001;9900000002;АО ДЕМО БАНК;044500999;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;02.08.2025;02.08.2025;100433;01;643;93000;643;Аренда помещения за 08.2025;Арендная плата по договору RENT-DEMO-001 за 08.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000003;RENT-DEMO-001;9903000003;990301003;ООО БИЗНЕС-ЦЕНТР ДЕМО;044500923;30101810999990000923;40702810999930000003;9903000003;ООО БИЗНЕС-ЦЕНТР ДЕМО;044500923;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;03.08.2025;03.08.2025;100441;01;643;150000;643;Взнос собственника на развитие бизнеса;Внесение собственных средств предпринимателя. НДС не облагается.;40817810999900000002;990000000001;0;ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500998;30101810999990000998;40802810999900000001;OWNER-DEMO;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40817810999900000002;990000000001;ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500998;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;04.08.2025;03.08.2025;100411;01;643;42107,28;643;Оплата от покупателя по счету DEMO-202508-001;Оплата товаров по счету DEMO-202508-001. НДС не облагается.;40702810999910000002;9901000003;990101002;ООО БЕТА-ТЕСТ;044500902;30101810999990000902;40802810999900000001;Договор DEMO-0002;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000002;9901000003;ООО БЕТА-ТЕСТ;044500902;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;04.08.2025;03.08.2025;100414;01;643;65556,42;643;Оплата от покупателя по счету DEMO-202508-004;Оплата товаров по счету DEMO-202508-004. НДС не облагается.;40702810999910000001;9901000001;990101001;ООО АЛЬФА-ДЕМО;044500901;30101810999990000901;40802810999900000001;Договор DEMO-0001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000001;9901000001;ООО АЛЬФА-ДЕМО;044500901;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;04.08.2025;03.08.2025;100422;17;643;77684,78;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202508005;Перевод средств по реестру операций 202508005. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;05.08.2025;05.08.2025;100423;17;643;89311,4;643;Зачисление выручки СБП по реестру 202508006;Перевод средств по реестру операций 202508006. Канал: СБП. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;07.08.2025;07.08.2025;100435;01;643;9948;643;Подписка на программное обеспечение;Лицензии и облачные сервисы за 08.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;SOFT-DEMO-001;9903000005;990301005;ООО СОФТ ДЕМО;044500925;30101810999990000925;40702810999930000005;9903000005;ООО СОФТ ДЕМО;044500925;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;08.08.2025;08.08.2025;100418;17;643;94397,9;643;Зачисление выручки ИНТЕРНЕТ-ЭКВАЙРИНГ по реестру 202508001;Перевод средств по реестру операций 202508001. Канал: ИНТЕРНЕТ-ЭКВАЙРИНГ. НДС не облагается.;30232810999900000001;9900000030;990001003;АО ДЕМО ЭКВАЙРИНГ;044500996;30101810999990000996;40802810999900000001;DEMO-ACQ-001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;30232810999900000001;9900000030;АО ДЕМО ЭКВАЙРИНГ;044500996;;АО ДЕМО ЭКВАЙРИНГ;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;08.08.2025;08.08.2025;100429;01;643;35326;643;Маркетинг и реклама за 08.2025;"Рекламная кампания MEDIA-202508; продвижение и аналитика.";40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000002;DEMO-MEDIA-001;9903000002;990301002;ООО МЕДИА ТЕСТ;044500922;30101810999990000922;40702810999930000002;9903000002;ООО МЕДИА ТЕСТ;044500922;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;10.08.2025;10.08.2025;100445;01;643;310000;643;Модернизация производственного оборудования;Приобретение дополнительного оборудования по счету EQUIP-DEMO-002.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000007;EQUIP-DEMO-002;9903000007;990301007;ООО ДЕМО ОБОРУДОВАНИЕ;044500927;30101810999990000927;40702810999930000007;9903000007;ООО ДЕМО ОБОРУДОВАНИЕ;044500927;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;11.08.2025;10.08.2025;100413;01;643;43329,15;643;Оплата от покупателя по счету DEMO-202508-003;Оплата товаров по счету DEMO-202508-003. НДС не облагается.;40702810999910000004;9901000004;990101004;ООО ДЕЛЬТА-ШОП;044500904;30101810999990000904;40802810999900000001;Договор DEMO-0004;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000004;ООО ДЕЛЬТА-ШОП;044500904;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;11.08.2025;11.08.2025;;17;643;6759,79;643;Канцелярские и хозяйственные товары;Оплата по корпоративной карте: офисные и хозяйственные расходы.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000006;;9903000006;990301006;ООО ОФИС ДЕМО;044500926;30101810999990000926;40702810999930000006;9903000006;ООО ОФИС ДЕМО;044500926;5943;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.08.2025;11.08.2025;100424;01;643;132270,85;643;Оплата поставщику за партию сырья 2025-08-1;Оплата материалов и производства по счету SUP-202508-1. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000001;990201001;ООО ДЕМО СЫРЬЁ;044500911;30101810999990000912;40702810999920000002;9902000001;ООО ДЕМО СЫРЬЁ;044500911;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;11.08.2025;11.08.2025;100427;01;643;32647;643;Разработка продукта и тестовые образцы за 08.2025;Изготовление прототипов и тестовой партии по этапу DEV-202508.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000003;DEMO-RND-001;9902000003;990201003;ООО МАКЕТ-ЛАБ;044500913;30101810999990000913;40702810999920000003;9902000003;ООО МАКЕТ-ЛАБ;044500913;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.08.2025;12.08.2025;100443;35;643;65000;643;Погашение основной суммы кредита;Погашение основного долга по договору LOAN-DEMO-001 за 08.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Дебет;Кредитование;Транзакция;12.08.2025;12.08.2025;100444;35;643;11340;643;Проценты по кредиту;Уплата процентов по договору LOAN-DEMO-001 за 08.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;45207810999900000001;LOAN-DEMO-001;9900000020;990001002;АО ДЕМО КРЕДИТ;044500997;30101810999990000997;45207810999900000001;9900000020;АО ДЕМО КРЕДИТ;044500997;;АО ДЕМО КРЕДИТ;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;14.08.2025;14.08.2025;100416;01;643;39350,33;643;Оплата от покупателя по счету DEMO-202508-006;Оплата товаров по счету DEMO-202508-006. НДС не облагается.;40702810999910000004;9901000003;990101003;ООО ГАММА-МАРКЕТ;044500903;30101810999990000903;40802810999900000001;Договор DEMO-0003;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000003;ООО ГАММА-МАРКЕТ;044500903;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;14.08.2025;14.08.2025;100428;01;643;12337;643;Логистика и доставка заказов за 08.2025;Транспортные услуги по реестру LOG-202508.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000001;DEMO-LOG-001;9903000001;990301001;ООО ДЕМО ЛОГИСТИКА;044500921;30101810999990000921;40702810999930000001;9903000001;ООО ДЕМО ЛОГИСТИКА;044500921;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Оплата картой;Транзакция;16.08.2025;16.08.2025;;17;643;2268,27;643;Оплата корпоративной подписки DEMO CLOUD;Оплата по корпоративной карте: облачное программное обеспечение.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;;9903000005;990301005;ООО СОФТ ДЕМО;044500925;30101810999990000925;40702810999930000005;9903000005;ООО СОФТ ДЕМО;044500925;5734;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;16.08.2025;16.08.2025;100434;01;643;13189;643;Коммунальные расходы за 08.2025;Электроэнергия, связь и коммунальные услуги за 08.2025.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999930000005;UTIL-DEMO-001;9903000004;990301004;ООО ОБЛАКО ДЕМО;044500924;30101810999990000925;40702810999930000005;9903000004;ООО ОБЛАКО ДЕМО;044500924;;АО ДЕМО БАНК;;;;
40802810999900000001;Дебет;Исходящие платежи;Транзакция;17.08.2025;17.08.2025;100425;01;643;92871,02;643;Оплата поставщику за партию сырья 2025-08-2;Оплата материалов и производства по счету SUP-202508-2. В том числе НДС 20%.;40802810999900000001;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999920000002;DEMO-SUPPLY-001;9902000002;990201002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;30101810999990000912;40702810999920000002;9902000002;ООО ТЕСТ ПРОИЗВОДСТВО;044500912;;АО ДЕМО БАНК;;;;
40802810999900000001;Кредит;Входящие платежи;Транзакция;18.08.2025;17.08.2025;100417;01;643;40544,75;643;Оплата от покупателя по счету DEMO-202508-007;Оплата товаров по счету DEMO-202508-007. НДС не облагается.;40702810999910000004;9901000004;990101004;ООО ДЕЛЬТА-ШОП;044500904;30101810999990000904;40802810999900000001;Договор DEMO-0004;990000000001;0;ИП ДЕМОНОВ АЛЕКСЕЙ ТЕСТОВИЧ;044500999;30101810999990000999;40702810999910000004;9901000004;ООО ДЕЛЬТА-ШОП;044500904;;АО ДЕМО БАНК;;;;
